PARAMETROS	UNIDAD_ORG	RESPUESTA
SE REMITE PARA CONOCIMIENT/DELITO DE PELIGRO COMÚN/02 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014502-2020-127-0/INVESTIGADO /FALCON DAVILA ELISEO MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , (ANEXO 1618)

"

HACEN DE CONOCIMIENTO DESIGNACION DE REPRESENTANTES LOS CUALES TENDRAN LA FUNCION  DE RECOPILACION DE INFORMACION RELACIONADA AL CONTRATO DE COCNESION DEL PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DE LA REPUBLICA DEL PERU. CONTRALORIA GENERAL DE LA REPUBLICA	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE TRANSPORTE-(NUEVO-ROF)	NULL

DELITO DE PELIGRO COMUN EN LA MODALIDAD/CONDUCCÍÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014505-2020-58-0/INVESTIGADO HERMOGENES MORALES BLANCO MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DECRETOS SUPREMOS N°003-2020-MTC Y D.S. N°004-2020-MTC. ADJ 02 FOLDER'S PCM	SECRETARIA GENERAL	SE NOTIFICA A LAS OFICINAS CORRESPONDIENTES

SOLICITA SE PROPONGA  A LOS REPRESENTANTES DEL SECTOR PARA CONFORMAR LA COMISION DE SELECCION DE POSTULANTES AL CARGO DE MIEMBRO DEL CONSEJO DIRECTIVO DE LOS ORGANISMOS REGULADORES DE LA INVERSION PRIVADA EN LOS SERVICIOS PUBLICOS. PCM	DESPACHO MINISTERIAL	VICENTE ZEBALLOS SALINAS - PRESIDENTE DEL CONSEJO DE MINISTROS 

REMITE DISPOSICIÓN NÚMERO UNO, ABSTENCIÓN DE LA ACCIÓN PENAL (CASO NRO. 2506014502-2020-97-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLICITAN VALIDAR INFORMACION -CONCILIACION DE PAGOS EFECTUADOS AL PERSONAL ALTAMENTE CALIFICADO LEY N °29806 DURANTE EL AF-2019MINISTERIO DE ECONOMIA Y FINANZAS	SECRETARIA GENERAL	ROGER ALBERTO SICCHA MARTINEZ - DIRECTOR GEERAL DE OFICINA GENERAL DE ADMINITRACION - SECRETARIO TECNICO DE FONDO DE APOYO GERENCIAL - MINISTERIO DE ECONOMIA Y FINANZAS.

NOTIFICA VOUCHER DE PAGO POR PRINCIPIO DE OPORTUNIDAD  REFERENTE A CARPETA FISCAL N° 275-2020MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2020-53-0/INVESTIGADO FRANKLIN RAMOS CAMPOMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

CARPETA FISCAL N° 66-201, SOLICITAN INFORMACIÓN DOCUMENTADA PRECISANDO SI PERSONAS INDICADAS EN LA SOLICITUD LABORAN EN LA INSTITUCIÓNMINISTERIO PUBLICO	PROVIAS NACIONAL - RECURSOS HUMANOS	ATENDIDO CON EL OFICIO 1179-2020-MTC/11.01 ARCHIVO DIGITAL OFICIOS OAREH 2020

REMITE PROVIDENCIA N° 01, ABSTENCIÓN DE EJERCITAR LA ACCIÓN PENAL (CASO NRO. 2506014508-2019-1763-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE, PROVIDENCIA N° 01, ABSTENCIÓN DE EJERCITAR LA ACCIÓN PENAL (CASO NRO. 2506014508-2019-1913-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

NOTIFICA DISPOSICIÓN N° 02, REFERENTE AL CASO N°3006064501-2019-2556-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLICITA INFORMACION RELACIONADA AL CONTRATO DE CONCESION DEL PRIMER GRUPO DE AEROPUERTOS DE PROVINCIA DEL PERU. SEGUN EL ANEXO ADJUNTO. CONTRALORIA GENERAL DE LA REPUBLICA	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE TRANSPORTE-(NUEVO-ROF)	NULL

SOLICITA REMITA INFORMACIÓN SOBRE EL PROCESO DE ADJUDICACIÓN SIMPLIFICADA N° 026-2019-MPSI-CS II, SI LO ESTABLECIDO POR EL COMITÉ DE SELECCIÓN,  COMO BIENES SIMILARES AL OBJETO DE LA CONVOCATORIA EN EL PROCESO DE SELECCIÓN PRECITADO  RESULTAN COMPATIBLES O SEMEJANTES EN EL SENTIDO SI REÚNEN ALGUNA CARACTERÍSTICA TÉCNICA QUE DEFINEN LA NATURALEZA DE BIEN MATERIA PROCESO DE SELECCIÓN - ADJUDICACIÓN SIMPLIFICADA N° 026-2019-MPS/CSMINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	CON OFICIO 0545-2020-MTC/28.01 SE INFORMA QUE LA CONSULTA REALIZADA NO SE ENCUENTRA DENTRO DE NUESTRAS COMPETENCIAS. RECEPCIONADO 12/02/2020

SOLICITA AUTORICE EL ENCARGADO DE LA ESTACIÓN DE CONTROL DE ESPECTRO RADIOELÉCTRICO ECER -HUARAZ A EFECTOS QUE REALICE LA DILIGENCIA DE OPERATIVIDAD Y VISUALIZACIÓN DE LOS TELÉFONOS CELULARES INCAUTADOS. MINISTERIO PUBLICO	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)	NULL

REFERENCIA A LA CARPETA FISCAL 29-2019, SOLICITA INFORMACIÓN DE LOS QUE SE INDICA MINISTERIO PUBLICO	DIRECCION DE SERVICIOS DE TRANSPORTE TERRESTRE-(NUEVO-ROF)	SE FINALIZA VIRTUALMENTE CON CARGO DE NOTIFICACIÓN DEL OFICIO 2604-2020-MTC/17.02.

SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1699-0/INVESTIGADO JESUS MANUEL SANTAMARIA MALLQUIMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/02 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE LOENCIO PRADO/CASO N° 2006064502-2019-2178-0/INVESTIGADO PAULO CESAR VILLACORTA ARÉVALOMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLIOCITA CON CARACTER DE MUY URGENTE SI LA PERSONA ESPINOZA RUIZ MALIAS CON DNI N° 44089994, CUENTA CON LICENCIA DE CONDUCIR, SU ESTADO, CLASE, CATEGORIA/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE PACHITEA/CASO N° 396-2019MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	ATENDIDO.

UNIDAD EJECUTORA N °009: SOLICITA VALIDAR PERIODOS DE APORTES AL FONAVI DEL SR. ZAPATA BARRETO TEOFILO HUMBERTO. MINISTERIO DE ECONOMIA Y FINANZAS	OFICINA GENERAL DE GESTION DE RECURSOS HUMANOS-(NUEVO-ROF)	NULL

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006014503-2020-15-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSICIÓN N° 01, NO FORMALIZA NI CONTINUA CON LA INVESTIGACIÓN PREPARATORIA (CASO NRO. 2506014502-2020-74-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSICIÓN FISCAL N° 01, NO FORMALIZACIÓN NI CONTINUACIÓN DE LA INVESTIGACIÓN PREPARATORIA (CASO NRO. 2506014506-2019-2529-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006014501-2019-2678-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLICITA SE LE REMITA INFORMACIÓN DE LA CARPETA FISCAL 24-2018, SOLICITA SE LE REMITA COPIA CERTIFICADA/FEDATEADA DEL MEMORANDUM N° 032-2018-MTC/15.03.11  MINISTERIO PUBLICO	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)	NULL

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006014501-2020-129-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/02 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE LEONCIO PRADO/CASO N° 2006064502-2020-65-0/INVESTIGADO JONEL DUNGA PONCE URSUAMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLICITA DESIGNE A UN PROFESIONAL EXPERTO EN RADIODIFUSIÓN SONORA EN FRECUENCIA MODULADA FM, PARA QUE PUEDA ABSOLVER LAS CONSULTAS REALIZADAS EN EL ESCRITO. MINISTERIO PUBLICO	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	NULL

CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-1561-0/INVESTIGADO YONNY OMAR CAMONES BERAÚNMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

CUARTA FISCALIA PROVINCIAL PENAL CORPORATIVA DE VENTANILLA: SOLICITA EL REPORTE DE LICENCIAS DE CONDUCIR Y REPORTES DE INFRACCIONES DE TRANSITO DEL CIUDADANO NICOLAS HILARIO MAGUIÑA VILLAFANE. EN EL PLAZO DE 03 DIAS HABILES. MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	SE ATENDIÓ.

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006014501-2020-130-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSITIVOS LEGALES, QUE HAN SIDO PROMULGADOS POR EL PRESIDENTE DE LA REPÚBLICA. ADJ 03 ANILLADOS.PCM	SECRETARIA GENERAL	SE NOTIFICA A LOS INTERESADOS Y A LAS DIRECCIONES CORRESPONDIENTES

REMITE DISPOSICIÓN FISCAL NÚMERO UNO, NO PROCEDE FORMALIZAR NI CONTINUAR CON LA INVESTIGACIÓN PREPARATORIA (CASO NRO. 2506014502-2019-63-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SE REMITE PARA CONOCIMIENTO/ DELITO DE PELIGRO COMÚN/ EN LA MODALIDAD CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/05 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014505-2019-1363-0/INVESTIGADO JUAN AGILBERTO BENANCIO CARDENAS MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

INFORMA SOBRE EL PEDIDO DE INTERVENCIÓN DEL SR. CELSO JAIME CHAVEZ DÍAZ, SOBRE UNA ALEGADA FALTA DE ACTUALIZACIÓN DEL SNS DEL MTC.DEFENSORIA DEL PUEBLO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	"SE FINALIZA EN VIRTUD DEL OFICIO Nº 2445-2020-MTC/17.03 DEL 06.02.2020.

PASA AL ARCHIVO DE LA DCV PARA SU CUSTODIA."

EN REFERENCIA AL OFICIO  2118-2018-MP-FPEPD-HUÁNUCO MINISTERIO PUBLICO	DIRECCION GENERAL DE AERONAUTICA CIVIL	POR TRATARSE DEL MISMO TEMA

REMITE COPIA INFORMATIVA SOBRE PROYECTO DE ORDENANZA DEL GOBIERNO REGIONAL CAJAMARCA.MINISTERIO DE SALUD	SECRETARIA GENERAL	SE TOMO CONOCIMIENTO Y ARCHIVO.

REMITE DISPOSICIÓN FISCAL N° 03-2019-MP-3°FPPC-MAYNAS, ABSTENERSE DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014503-2019-132-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

TRASLADA SOLICITUD DEL COLECTIVO CULTURAL AYAWAKA, PIURA. QUIEN SOLICITA AUDIENCIA A FIN DE ABORDAR TEMAS RELACIONADOS AL PROYECTO DE CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL QUE CONECTA LAS LOCALIDADES DE LA PROVINCIA AYABACA, PIURA, ENTRE OTRAS.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	OFICIO N° 167-2020-MTC/20

TRASLADA SOLICITUD DE LA MUNICIPALIDAD PROVINCIAL DE PUTUMAYO, LORETO. QUIEN SOLICITA ASISTENCIA PARA EJECUCIÓN DEL PROYECTO DE MEJORA Y AMPLIACIÓN DEL AERÓDROMO EN EL DISTRITO DE PUTUMAYO.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE ATENDIÓ CON OFICIO 0085-2020-MTC/12.08

1° FISCALÍA PROVINCIAL PENAL DE LIMA. REMITE CÉDULA DE CITACIÓN RESPECTO AL CASO N°506010101-2019-981-0 PARA EL 25 DE MARZO DEL 2020. EN DECLARACIÓN INDAGATORIA, POR DENUNCIA IMPUESTA POR JOSE LUIS BENDEZU RIVERO.MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	SE TOMO CONOCIMIENTO Y SE ASISTIRÁ A LA CITACIÓN LA DIRECTORA DRA. JANET ARIAS

REMITE ACTA DE AUDIENCIA DE APLICACIÓN DEL PRINCIPIO DE OPORTUNIDAD (CASO NRO. 2506014502-2019-2556-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

TRASLADA SOLICITUD DE LA MUNICIPALIDAD PROVINCIAL DE CAPILLA, MOQUEGUA. QUIEN SOLICITA ASISTENCIA PARA EJECUCIÓN DEL PROYECTO DE CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL QUE CONECTE LAS LOCALIDADES DEL DISTRITO LA CAPILLA EN ENTRE OTROS.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	"SE BRINDÓ ATENCIÓN MEDIANTE CARTA F N° 115-2020-MTC/21.OPP DIRIGIDA AL ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE LA CAPILLA MOQUEGUA REF EXP. PVD E012003375 

"

CONDUCCÍÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1323-0/INVESTIGADO ELIZABETH GOMEZ HERRERAMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006064501-2020-260-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

NOTIFICA DISPOSICIÓN N° 03, REFERENTE AL CASO N° 3006064501-2020-139-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

TRASLADA PREOCUPACIÓN RESPECTO DE PUNTOS CONTROVERTIDOS DE LAS MESAS DE TRABAJO DEL GREMIO NACIONAL DE TRANSPORTISTAS Y CONDUCTORES AREQUIPA.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE TOMO CONOCIMIENTO

SE REMITE PARA CONOCIMIENTO/DELITO DE PELIGRO COMÚN/02 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014502-2020-193-0/INVESTIGADO MARDONIO BALDEON VILLARMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1676-0/INVESTIGADO ADERSON RAUL MEZA SEGURA MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

SOLICITA SE LE REMITA INFORMACIÓN DOCUMENTADA SOBRE  LOS OPERADORES DE RADIO DIFUSIÓN AUTORIZADOS EN EL DISTRITO DE CATAC, PROVINCIA DE RECUAY, DEPARTAMENTO DE ANCASH  MINISTERIO PUBLICO	DIRECCION GENERAL DE AUTORIZACIONES EN TELECOMUNICACIONES	CON OFICIO 0735-2020-MTC/28.01 (19/02/2020), SE REMITE COPIA SIMPLE DE LAS RESOLUCIONES, INFORME 3526-2019-MTC/28.01, RECEPCIONADO EL 28/02/2020

CONVOCAN A GRUPO DE TRABAJO DE LA COMISION  MULTISECTORIAL DE COTABAMBAS, SE LLEVARA A CABO EL 04 Y 07 DE FEBRERO DEL 2020 SEGUN CUADRO ADJUNTOPCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	SE TOMO CONOCIMIENTO SOBRE LA CONVOCATORIA.

REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014505-2019-3165-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

2° FISCALÍA PROVINCIAL PENAL CORPORATIVA DE EL AGUSTINO. SOLICITA COPIA CERTIFICADA DE LAS PAPELETAS IMPUESTAS A MIGUEL ANGEL HUAMAN DIAZ.MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	SE ATENDIÓ.

SOLICITA EL RÉCORD DE INFRACCIONES DE TRANSITO.MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	ATENDIDO.

NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006014501-2020-115-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

2DA FISCALIA PROVINCIAL CORPORATIVA DE TRANSITO Y SEGURIDAD VIAL DE LIMA NORTE -2DO DESPACHO: SOLICITA SE REMITA EN EL PLAZO E 48 HORAS EL RECORD VEHICULAR DE GUERRA CHEN JULIO VICTORMINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	ATENDIDO.

2DA FISCALIA PROVINCIAL CORPORATIVA DE TRANSITO Y SEGURIDAD VIAL DE LIMA NORTE -2DO DESPACHO: SOLICITA SE REMITA EN EL PLAZO E 48 HORAS EL RECORD VEHICULAR DE MECHAYIN BORJA ROMERO MINISTERIO PUBLICO	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)	ATENDIDO.

REMITE DISPOSICIÓN N° 002-2020, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014501-2019-368-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

TRASLADA EL EXP. 20-0001623 DE JOSE MANUEL MALPARTIDA TEJADA GERENTE GENERAL DE CONSORCIO ECOTRANSPORTES DEL SUR TACNA, POR EL CUAL PONE EN CONOCIMIENTO TRAMITE REALIZADO PARA LA EJECUCIÓN DE PROYECTO DE TRANSPORTE DE PASAJEROS EJECUTIVOS MEDIANTE VEHÍCULOS ELÉCTRICOS ENTRE OTROS.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	NULL

SOLICITA SE CONFIRMA LA VERACIDAD DE DOCUMENTOS PRESENTADOS POR LA EMPRESA FOX COURIER EXPRESS SAC  ,COPIA DE CONTRATO N °048-2018-MTC/27 Y OTROS MINISTERIO PUBLICO	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE COMUNICACIONES-(NUEVO-ROF)	NULL

DELITOS CONTRA LA FE PUBLICAMINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

TRASLADA EL EXP. 20-0001948 DE OVIDIO QUINTANA LOPEZ EL CUAL SOLICITA ASISTENCIA PARA CONTINUAR LABORANDO EN EMPRESA DE SERVICIOS POSTALES SERPOST, ENTRE OTROS.PCM	SECRETARIA GENERAL	"CARLOS UGARTE MAUNY - GERENTE GENERAL SERPOST.

CC. A: SUBSECRETARIA GENERAL DEL DESPACHO PRESIDENCIAL"

TRASLADA EL EXP. 20-0002151 DE ROBER VALDIVIA TORO ALCALDE DE LA MUNC. DISTRITAL DE SINA PUNO, EL CUAL SOLICITA INSPECCIÓN IN SITU DE PRESUNTAS IRREGULARIDADES EN EJECUCIÓN DE PROYECTO DE MEJORA DE INFRAESTRUCTURA VIAL QUE CONECTA LAS LOCALIDADES DEL DISTRITO SINA.PCM	DESPACHO VICEMINISTERIAL DE TRANSPORTES	ATENDIDO CON OFIC-000558-2020-MTC/20 AL ALCALDE DE MUNICIPALIDAD DISTRITAL DE SINA

SOLICITA INFORMACION DE ESTUDIO DE LA EJECUCION DE LOS RECURSOS DE FITEL A MAS TARDAR EL 19.02.2020. MINISTERIO DE ECONOMIA Y FINANZAS	PROGRAMA NACIONAL DE TELECOMUNICACIONES - DIRECCIÓN EJECUTIVA	CON OFICIO N° 0576-2020-MTC/24 + ANTECEDENTES 

COPIA INFORMATIVA: REMITE COPIA DEL EXP. 20-0001366 DE ROSALIO SANCHEZ SEGOVIA PRESIDENTE DE ASOCIACIÓN NACIONAL DE ORGANIZACIONES POPULARES Y CAMPESINAS DEL PERU,LIMA. EL CUAL SOLICITA ASISTENCIA DEBIDO A PRESUNTOS ACTOS DE ABUSO DE AUTORIDAD.PCM	SECRETARIA GENERAL	HR SE ENVIA A: SUTRAN PARA CONOCIMIENTO, EMITIR OPINION, PREPARAR RESPUESTA.

REMITE COPIA DEL EXP. 20-0001877 DE RAUL EGUSQUIZA MORILLO, EL CUAL SOLICITA ASISTENCIA PARA RECONOCIMIENTO Y PAGO DE APORTES PENSIONARIOS POR PARTE DE LA EMPRESA CORPAC SA ENTRE OTROS.PCM	SECRETARIA GENERAL	OFICIO DIRIGIDO A CÓRPAC

NOTIFICA DISPOSICIÓN N° 01-2020, REFERENTE AL CASO N° 3006014501-2020-111-0MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

REMITE DISPOSICIÓN N° 002-2020, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014501-2019-367-0)MINISTERIO PUBLICO	PROCURADURIA PUBLICA	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)

"

TRASLADA EL EXP. 20-0001715 DE JESUS LINARES CORNEJO, EL CUAL PRESENTA QUEJA DEBIDO A PRESUNTA DEMORA EN NOTIFICACIÓN DE DOCUMENTOS POR PARTE DE EMPRESA DE SERVICIOS POSTALES-SERPOST.PCM	DESPACHO VICEMINISTERIAL DE COMUNICACIONES	"CON OFICIO 1761-2020-MTC/27 SE REMITE INFORME ATENDIENDO QUEJA DEL ADMINISTRADO.

CON OFICIO 1815-2020-MTC/27 SE REMITE LO ACTUADO A LA SUBSECRETARIA GRAL DE LA PCM, DE ACUERDO A LO INDICDO EN EL DOCUMENTO E-030140-2020"

