NUM_DOCUMENTO_STD	FECHA_CREA	FECHA_FINALIZACION	MES_F	MES_F_1	MES_CREA	MES_CREA_1	ANIO_INGRESO	ASUNTO	D_T	INSTITUCION	RESPUESTA	CUERPO	UNIDAD_ORG
E-053265-2020	14-02-2020 09:54:36 AM	26-06-2020 01:46:32 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014505-2019-3182-0)	92	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-055257-2020	17-02-2020 10:57:17 AM	06-07-2020 04:20:04 PM	07	JULIO     	02	FEBRERO   	2020	"HOSPITAL DE EMERGENCIA ""JOSÉ CASIMIRO ULLOA"" REMITE FACTURA N°00007050-00007051 POR LOS SERVICIOS PRESTADOS A EL PACIENTE CHURAMPI GAMARRA ELIAS. "	96	MINISTERIO DE SALUD	SE ATENDIÓ CON EL REGISTRO SIAF 10087 Y COMPROBANTE DE PAGO 10903	NULL	OFICINA GENERAL DE ADMINISTRACION
E-008403-2020	09-01-2020 12:33:57 PM	12-02-2020 01:53:27 PM	02	FEBRERO   	01	ENERO     	2020	1° FISCALIA SUPRAPROVINCIAL CORPORATIVA ESPECIALIZADA  EN DELITOS DE LAVADO DE ACTIVOS PRIMER DESPACHO, REITERA QUE EN EL PLAZO DE 24 HORAS DE RECEPCIONADO EL PRESENTE OFICIO SOLICITA SE INFORME SI LA PERSONA MELISSA VICTORIA ROMERO CASTAÑEDA, CUENTA CON LICENCIA DE CONDUCIR O HA SOLICITADO ALGUNA HASTA LA FECHA 	24	MINISTERIO PUBLICO	SE ATENDIO.	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-046646-2020	10-02-2020 02:33:34 PM	26-06-2020 04:13:55 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N°02-2019,REFERENTE AL CASO N° 3006064501-2019-2160-0	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-046595-2020	10-02-2020 02:21:52 PM	26-06-2020 04:31:46 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01-2019, REFERENTE AL CASO N° 3006064501-2019-2771-0	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-047997-2020	11-02-2020 09:48:32 AM	19-02-2020 12:44:56 PM	02	FEBRERO   	02	FEBRERO   	2020	SEGUNDA FISCALÍA PROVINCIAL CORPORATIVA PENAL DE TRÁNSITO Y SEGURIDAD VIAL DE LIMA NORTE. REF. A CARPETA FISCAL 1905-2018 SOLICITA RECORD VEHICULAR DE VICTOR JIHUALLANCA QUISPE	6	MINISTERIO PUBLICO	ATENDIDO.	NULL	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)
E-048470-2020	11-02-2020 12:25:07 PM	14-07-2020 09:22:50 PM	07	JULIO     	02	FEBRERO   	2020	01° FISCALIA PROVINCIAL PENAL CORPORATIVA DE TUMBES: REF CASO N° 3506014502-2019-3306-0 FINALIDAD: CONOCIMIENTO. ADJUNTA DISPOSICION  UNO	106	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048984-2020	11-02-2020 03:51:36 PM	27-02-2020 08:48:14 AM	02	FEBRERO   	02	FEBRERO   	2020	SOLICITA INSTALACIÓN DE COMISIÓN PREVIA PARA LA INCORPORACIÓN DEL ÓRGANO DE CONTROL INSTITUCIONAL -OCI, A LA CONTRALORIA GENERAL  DE LA REPÚBLICA	12	CONTRALORIA GENERAL DE LA REPUBLICA	ARCHIVO	NULL	SECRETARIA GENERAL
E-047322-2020	10-02-2020 05:26:42 PM	12-02-2020 12:09:28 PM	02	FEBRERO   	02	FEBRERO   	2020	REMITE INVITACIÓN A SESIÓN DEL GRUPO DE TRABAJO DE EXAMEN DEL DU 019-2020 A REALIZARSE EL DÍA MIÉRCOLES 12 DE FEBRERO DEL PRESENTE AÑO.	2	CONGRESO DE LA REPUBLICA	"SE REMITE OFICIO N° 019-2020-MTC/01.JAS DIRIGIDO AL SR. CLEMENTE FLORES VILCHEZ, ENCARGADO DEL GRUPO DE TRABAJO DU 019-2020 DEL CONGRESO DE LA REPÚBLICA
"	NULL	DESPACHO MINISTERIAL
E-046302-2020	10-02-2020 12:35:06 PM	26-06-2020 10:54:48 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01-2020, REFERENTE AL CASO N° 3006064501-2020-39-0	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-046310-2020	10-02-2020 12:36:50 PM	26-06-2020 04:39:24 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01-2019, REFERENTE AL CASO N° 3006064501-2019-2776-0	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048945-2020	11-02-2020 03:40:21 PM	12-02-2020 03:29:19 PM	02	FEBRERO   	02	FEBRERO   	2020	REMITE COPIA FEDATEADA DE DECRETO SUPREMO N° 003 Y 010-2020-PCM DE FECHAS 10 Y 22 DE ENERO DEL 2020	0	PCM	NULL	NULL	SECRETARIA GENERAL
E-052161-2020	13-02-2020 01:55:22 PM	14-08-2020 11:54:47 AM	08	AGOSTO    	02	FEBRERO   	2020	SEGUNDA FISCALIA PROVINCIA PENAL CORPORATIVA DE SANTA ROSA: SOLICITA SE INFORME DOCUMENTALMENTE EN EL PLAZO DE 72 HORAS SOBRE LA RUTA ESTABLECIDA PARA LA EMPRESA DE TRANSPORTES INTERNACIONAL DIVINO SEÑOR SAC. 	124	MINISTERIO PUBLICO	SE FINALIZA VIRTUALMENTE CON CARGO DE NOTIFICACIÓN DEL OFICIO 2911-2020-MTC/17.02.	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-043582-2020	07-02-2020 08:39:53 AM	27-06-2020 12:16:26 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE VOUCHER DE PAGO POR PRINCIPIO DE OPORTUNIDAD DE CARPETA FISCAL N° 264-2020	97	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-050090-2020	12-02-2020 11:58:09 AM	01-07-2020 07:32:05 PM	07	JULIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/HURTO AGRAVADO/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAURICOCHA/CASO N° 2006054501-2019-266-0	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL ,  (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
I-051279-2020	12-02-2020 07:58:41 PM	24-02-2020 08:35:23 PM	02	FEBRERO   	02	FEBRERO   	2020	"FISCALIZACION POSTERIOR  / MODESTO TOMAS CONSTANTINO WILSON - DUPLICADO DE LICENCIA DE CONDUCIR
"	8	MINISTERIO PUBLICO	NULL	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-048361-2020	11-02-2020 11:49:15 AM	14-02-2020 05:18:58 PM	02	FEBRERO   	02	FEBRERO   	2020	LA 1° FISCALIA PROVINCIAL PENAL CORPORATIVA DE CAJAMARCA: CASO N°1706044501-2019-2452-0 PARA CONOCIMIENTO NOTIFICACIÓN LA DISPOSICIÓN FISCAL N°02 MATERIA HURTO AGRAVADO 	3	MINISTERIO PUBLICO	SE ATENDIÓ CON OFICIO N° 0146-2020-MTC/29.03 DEL 14.02.2020	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-048414-2020	11-02-2020 12:04:51 PM	14-02-2020 05:15:42 PM	02	FEBRERO   	02	FEBRERO   	2020	LA FISCALIA PROVINCIAL MIXTA CORPORATIVA DE CUTERVO CASO N°2406020602-2019-732-0 NOTIFICA LA DISP. N°01 MATERIA HURTO AGRAVADO PARA CONOCIMIENTO.	3	MINISTERIO PUBLICO	CONO OFICIO N° 0145-2020-MTC/29.03	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-050117-2020	12-02-2020 12:07:33 PM	26-06-2020 10:59:14 PM	06	JUNIO     	02	FEBRERO   	2020	DELITO DE PELIGRO COMÚN/ACTA DE CONCURRENCIA A DILIGENCIA FISCAL /03 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014503-2019-1846-0	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-050123-2020	12-02-2020 12:09:53 PM	26-06-2020 03:33:03 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-769-0/IMPUTADO WILLIAM BRAVO CABANILLAS 	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-047181-2020	10-02-2020 04:51:27 PM	13-02-2020 05:52:57 PM	02	FEBRERO   	02	FEBRERO   	2020	INFORMAN SOBRE PROGRAMACION MULTIANUAL PRESUPUESTARIA DE PROYECTOS DESARROLLADOS BAJO LA MODALIDAD DE ASOCIACIONES PUBLICO PRIVADAS APP. 2021-2023.	3	MINISTERIO DE ECONOMIA Y FINANZAS	SE ATENDIÓ ATRAVES DEL SIAF PROGRAMACIÓN MULTIANUAL 	NULL	OFICINA GENERAL DE PLANEAMIENTO Y PRESUPUESTO
E-051898-2020	13-02-2020 12:03:21 PM	03-03-2020 10:22:07 AM	03	MARZO     	02	FEBRERO   	2020	SOLICITA SE INFORME EN UN PLAZO MÁXIMO DE 20 DÍAS HÁBILES, SOBRE LAS MEDIDAS QUE SE  DISPONGAN  PARA LA ATENCIÓN DE SUS ESCRITOS.	13	DEFENSORIA DEL PUEBLO	"SE FINALIZA EN VIRTUD DEL OFICIO Nº 4378-2020-MTC/17.03 DEL 27.02.2020.
PASA AL ARCHIVO DE LA DCV PARA SU CUSTODIA."	NULL	DIRECCION DE CIRCULACION VIAL-(NUEVO-ROF)
E-048502-2020	11-02-2020 12:36:47 PM	14-07-2020 09:23:34 PM	07	JULIO     	02	FEBRERO   	2020	01° FISCALIA PROVINCIAL  PENAL CORPORATIVA DE CHICLAYO:  REF CASO N °2406074501-2019-8516-0 FINALIDAD PARA CONOCIMIENTO. ADJUNTA DIPSOSICION N° 02	106	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	SECRETARIA GENERAL
E-048750-2020	11-02-2020 02:45:18 PM	26-06-2020 03:46:27 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01-2020, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014502-2020-199-0)	95	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048865-2020	11-02-2020 03:15:01 PM	09-03-2020 02:50:31 PM	03	MARZO     	02	FEBRERO   	2020	REMITE INFORME DE VERIFICACION POSTERIOR ALEATORIA DEL MANUAL DE OPERACIONES DE PRONATEL. 	19	PCM	SE ENVIO EL OFICIO N° 0001-2020-MTC/09.05 DE 28-02-2020, DIRIGIDO AL SUB SECRETARIO DE ADM PUBLICA PCM.	NULL	DESPACHO VICEMINISTERIAL DE COMUNICACIONES
E-051924-2020	13-02-2020 12:11:18 PM	26-02-2020 02:29:51 PM	02	FEBRERO   	02	FEBRERO   	2020	HACEN DE CONOCIMIENTO EL PEDIDO DE INTERVENCION DE DOCUMENTO PRESENTADO POR EL CIUDADANO JOSE MANUEL MALPARTIDA TEJADA REPRESENTANTE DEL CONSORCIO ECCOTRANSPORTE . REF:E-019089-2020. SOLICITAN INFOMRACION EN EL PAZO DE 20 DIAS HABILES. 	9	DEFENSORIA DEL PUEBLO	NULL	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-051919-2020	13-02-2020 12:08:04 PM	04-08-2020 09:51:17 PM	08	AGOSTO    	02	FEBRERO   	2020	SOLICITA SE INFORME EN UN PLAZO MÁXIMO DE 20 DÍAS HÁBILES, SOBRE LAS MEDIDAS QUE SE  DISPONDRÁN PARA LA ATENCIÓN AL ESCRITO PRESENTADO E-399106-2019.	116	DEFENSORIA DEL PUEBLO	"ALBERTO HUERTA ZAPATA
JEFE (E) DE LA OFICINA DEFENSORIAL LIMA
DEFENSORÍA DEL PUEBLO 
TRAMITADO A TRAVÉS DEL SERVICIO DE NOTIFICACIONES "	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-047974-2020	11-02-2020 09:42:15 AM	19-02-2020 12:41:48 PM	02	FEBRERO   	02	FEBRERO   	2020	SEGUNDA FISCALÍA PROVINCIAL CORPORATIVA PENAL DE TRANSITO Y SEGURIDAD VIAL. REF. A CARPETA FISCAL 606015902-2019-733. SOLICITA RECORD COMPLETO DE SANCIONES Y PAPELETAS QUE REGISTRAN A LA FECHA PARA HEBER DAMACEN LLAJA Y OTRO. 	6	MINISTERIO PUBLICO	ATENDIDO.	NULL	DIRECCION GENERAL DE AUTORIZACIONES EN TRANSPORTES-(NUEVO-ROF)
E-050148-2020	12-02-2020 12:17:52 PM	26-06-2020 04:08:37 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2020-136-0/INVESTIGADOCESAR GILVER ACOSTA CORNELIO	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051962-2020	13-02-2020 12:26:24 PM	26-06-2020 03:40:15 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006064502-2019-2946-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-048098-2020	11-02-2020 10:23:42 AM	26-06-2020 04:16:21 PM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN EN ESTADO DE EBRIEDAD O DROGADICCIÓN/04 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014504-2020-170-0/INVESTIGADO EDWIN MURIEL ZEVALLOS 	95	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-052293-2020	13-02-2020 02:48:54 PM	04-06-2020 10:58:36 PM	06	JUNIO     	02	FEBRERO   	2020	SOLICITUD DE DONACIÓN	77	MINISTERIO DE SALUD	DOCUMENTOS ATENDIDOS 	NULL	PEJP2019 - OFICINA DE ADMINISTRACIÓN2
E-051995-2020	13-02-2020 12:36:18 PM	26-06-2020 03:01:06 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006064502-2019-2948-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-052004-2020	13-02-2020 12:39:21 PM	26-06-2020 03:38:59 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01, REFERENTE AL CASO N° 3006064501-2019-2773-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-052429-2020	13-02-2020 03:38:18 PM	26-06-2020 01:43:20 PM	06	JUNIO     	02	FEBRERO   	2020	REMITE DOCUMENTO DENOMINADO APERSONAMIENTO DELEGACIÓN DE REPRESENTACIÓN COMO DEVOLUCIÓN/PRIMERA FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAURICOCHA /CASO N° 1806174501-2019-1502-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL ,  (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-052443-2020	13-02-2020 03:41:22 PM	26-06-2020 01:27:43 PM	06	JUNIO     	02	FEBRERO   	2020	CONDUCCIÓN EN ESTADO DE EBRIEDAD/SEGUNDA FISCALIA PROVINCIAL CIVIL Y FAMILIA DE LEONCIO PRADO/CASO N° 504-2019	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-046294-2020	10-02-2020 12:33:06 PM	26-06-2020 11:05:18 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01-2020 REFERENTE AL CASO N° 306064501-2020-59-0	96	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-044297-2020	07-02-2020 12:56:14 PM	10-02-2020 12:03:24 PM	02	FEBRERO   	02	FEBRERO   	2020	PRIMERA FISCALIA PROVINCIAL PENAL CORPORATIVA: SOLICITA QUE SE REMITA DOCUMENTO ORIGINAL DEL KARDEX 254602, CON SERIE N°6794538, CORRESPONDIENTE A LA MINUTA 9693. DE LA EMPRESA INVERSIONES PAROME.	1	MINISTERIO PUBLICO	SALIO OFICIO 38-2020-MTC/02 - PRIMERA FISCALIA DE VENTANILLA	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-050628-2020	12-02-2020 03:27:17 PM	26-06-2020 02:29:59 PM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN EN ESTADO DE EBRIEDAD A FAVOR DEL ADOLESCENTE JHOA KIM ROJAS SILIPU/SEGUNDA FISCALIA PROVINCIAL CIVIL Y FAMILIA DE LEONCIO PRADO.	94	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051333-2020	13-02-2020 08:37:19 AM	26-06-2020 04:14:27 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA PROVIDENCIA N°01, REFERENTE AL CASO N° 3006014507-2018-2026-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051698-2020	13-02-2020 10:41:00 AM	26-06-2020 02:28:59 PM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN ESTADO DE EBRIEDAD O DROGADICCIÓN/06 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014506-2019-1526-0/INVESTIGADO CARLOS DANIEL PALOMINO LOYOLA	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-051358-2020	13-02-2020 08:50:20 AM	26-06-2020 04:11:09 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA PROVIDENCIA N° 01, REFERENTE AL CASO N° 3006014507-2018-960-0	93	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-042689-2020	06-02-2020 02:41:17 PM	30-06-2020 11:20:20 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014502-2020-117-0)	99	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-042696-2020	06-02-2020 02:43:37 PM	30-06-2020 11:19:16 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014502-2020-119-0)	99	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-043905-2020	07-02-2020 10:39:08 AM	27-06-2020 12:10:31 AM	06	JUNIO     	02	FEBRERO   	2020	SE REMITE PARA CONOCIMIENTO/CONDUCCIÓN, OPERACIÓN O MANIOBRA DE VEHÍCULO MOTORIZ/01 ° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUÁNUCO/CASO N° 2006014501-2019-1151-0/INVESTIGADO TEOFILO ESPINOZA SALVADOR	97	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-044067-2020	07-02-2020 11:29:27 AM	12-03-2020 02:49:30 PM	03	MARZO     	02	FEBRERO   	2020	PARA CONOCIMIENTO  FINES REMITE CARTA S/N DEL SR. ALBERTO THORNDIKE ELMORE , ACOMPAÑA INFORMACION EN DIGITAL SOBRE EL TEMA DE CONSTRUCCION DE UN AEROPUERTO INTERNACIONAL , INSTRUMENTAL EN CHINCHEROS URUBAMBA -CUSCO. + ADJUNTA 01 CD	24	PCM	SE ATENDIÓ MEDIANTE OFICIO N°126-2020-MTC/12.08 CON COPIA A LA SECRETARÍA DE COORDINACIÓN DE LA PRESIDENCIA DEL CONSEJO DE MINISTROS	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-048878-2020	11-02-2020 03:17:53 PM	26-06-2020 03:46:01 PM	06	JUNIO     	02	FEBRERO   	2020	NOTIFICA DISPOSICIÓN N° 01-2020, REFERENTE AL CASO N° 3006064501-2020-42-0	95	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-042670-2020	06-02-2020 02:33:13 PM	30-06-2020 11:22:40 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01-DAEAP-C-FN-N°3043-2019-MP-5°FPPC-M-3°DI-JDPO, ABSTENCIÓN DE EJERCITAR LA ACCIÓN PENAL (CASO NRO. 2506014505-2019-3043-0)	99	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-043819-2020	07-02-2020 10:10:06 AM	18-02-2020 10:34:11 AM	02	FEBRERO   	02	FEBRERO   	2020	SOLICITA VERIFICACION DE DOCUMENTOS PRESENTADOR POR LA EMPRESA  SERMAX PERU SRL . REF FICHA REGISTRAL N °11075542	7	DEFENSORIA DEL PUEBLO	NULL	NULL	DIRECCION GENERAL DE PROGRAMAS Y PROYECTOS DE COMUNICACIONES-(NUEVO-ROF)
E-048402-2020	11-02-2020 12:02:33 PM	14-02-2020 05:22:06 PM	02	FEBRERO   	02	FEBRERO   	2020	LA 2° FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUALGAYOC CASO N°1706074502-2019-1114-0 NOTIFICA LA DISP. N°02 MATERIA HURTO PARA CONOCIMIENTO.	3	MINISTERIO PUBLICO	SE ATENDIÓ CON OFICIO N° 0147-2020-MTC/29.03	NULL	DIRECCION GENERAL DE FISCALIZACIONES Y SANCIONES EN COMUNICACIONES-(NUEVO-ROF)
E-042791-2020	06-02-2020 03:06:03 PM	27-06-2020 12:25:05 AM	06	JUNIO     	02	FEBRERO   	2020	REMITE DISPOSICIÓN N° 01, ABSTENCIÓN DEL EJERCICIO DE LA ACCIÓN PENAL (CASO NRO. 2506014501-2019-442-0)	98	MINISTERIO PUBLICO	"NOTIFICACIONES ASIGNADAS AL ÁREA PENAL , CONDUCCIÓN EN ESTADO DE EBRIEDAD (ANEXO 1618)
"	NULL	PROCURADURIA PUBLICA
E-045687-2020	10-02-2020 09:33:55 AM	30-04-2020 05:37:51 PM	04	ABRIL     	02	FEBRERO   	2020	"REMITE 01 EXPEDIENTE N° 20-0003060 ""SOLICITA ASISTENCIA PARA MEJORA DE INFRAESTRUCTURA VIAL QUE CONECTA LAS LOCALIDADES DE SUPE - CARAL, LIMA"", PARA CONOCIMIENTO Y FINES. "	56	PCM	"ASIGNADO
CARDENAS ZEGARRA ZELMA NOEMI  (GERENCIA ESTUDIOS)
14-02-2020  EXP.PVD.E012004421"	NULL	DESPACHO VICEMINISTERIAL DE TRANSPORTES
E-050648-2020	12-02-2020 03:32:52 PM	29-07-2020 06:12:18 PM	07	JULIO     	02	FEBRERO   	2020	SOLICITUD DE AUTORIZACIÓN DEL USO DE UN AMBIENTE EN LAS INSTALACIONES DE LA VILLA DEPORTIVA NACIONAL (VIDENA)	113	PCM	SE TOMÓ CONOCIMIENTO	NULL	PROYECTO JUEGOS PANAMERICANOS 2019 - DIRECCIÓN EJECUTIVA
